time,temp_c,temp_f,humidity,lux,color_temp,red,green,blue,clear,nws_temp_c,nws_temp_f,nws_humidity,nws_conditions
2024-06-04 21:45:20,22.5,72.6,50.9,3.7,1082878.7,22,18,24,53,26.7,80.1,32.6,Cloudy
